id,source,file_name,cask_no,distillery,product_name,age,abv,region,cask_type,flavour_profile,tasting_notes_raw,extraction_confidence,review_status
446,SMWS USA,053.236.pdf,53.236,Caol Ila,LIGHTLY PEATED,16,64.1,Islay,Refill Hogshead,,"LIGHTLY PEATED
 CULINARY CANNONBALLS
The giant flavour cannon was loaded with all manner
of scrumminess including dark fruits soaked in rum,
flamb�ed banana, sesame and prawn tempura, to ee
and spiced plum chutney. We aimed the barrel at the
 huge target constructed from bacon and pancakes
 covered with maple syrup and lit the fuse of
 muscovado sugar. A sweet smoke explosion shook
 the ground beneath us as the contents blasted into
 the stratosphere, filling the air with ash, chewy soot
 and gunpowder remnants. On impact the power of
 the blast had transformed the bacon and pancakes
 into rye bread and spun sugar.",1.0,pending_review
447,SMWS USA,053.75.pdf,53.75,Caol Ila,An Attack on The Taste Buds,11,61.5,Islay,,,"""An Attack on The Taste Buds""
The silver flickers of this malt spelt
out the probability of a cask from the distillery by the Sound
of Islay. ""Caramel"" we all sang in
unison as we nosed it for the first
time, then vanilla, barbe-a-papa,
some salt, smoke and burnt bacon.
Quite a gentle malt, we thought, in
comparison to some of the other casks
we have tried from this distillery, and
then we drank it. The attack on the
taste buds was quite considerable
chilies and charcoal, then a curious
flavour of sweet rubber, like an old
dentist's gas mask emerged. Water
sweetened and calmed the malt mak-
ing it very easy drinking with an at-
tractively smokey finish to satisfy the
Islay lover.",0.95,pending_review
448,SMWS USA,053.88.pdf,53.88,Caol Ila,The Peat Genie,11,59.4,Islay,Refill Hogshead,,"""The Peat Genie""
The name of this distillery is Gaelic
for the `Sound of Islay�, which it
overlooks, with distant views of the
Paps of Jura beyond. This smashing
example from a chardonnay gold in 
initial nose has the usual elements of
smoke and diesel oil; there is also an
underlying banana chips and dried
pineapple. Water releases the cold
tar soap with boiled sweets and sheep
fresh from the dip. The palate is of
sweet tobacco and tar soap,
barbequed smoky bacon. This is not
just a dram, this is an experience and
the only way to drink it is to open the
bottle and let the peat genie out!",1.0,pending_review
449,SMWS USA,053.91.pdf,53.91,Caol Ila,Pork Crackling in an Old Library,25,59.1,Islay,,,"""Pork Crackling in an Old Library""
This distillery at Port Askaig over-
looks the Sound of Islay (from which
it takes its name) towards the Paps of
Jura. The bottling comes from a refill
hogshead, and the spirit is full gold in
hue. The first nose is mellow and
sweetly vegetative - mashed neeps,
dried seaweed - with salty maritime
notes and salt pork. The flavour, un-
reduced, reflects this: caramelized
neeps in a roasting tin. Water brings
up pork crackling, but introduces a
library scent of faded paper and old
leather. The mouthfeel is thick and
substantial, with sweet-smoky fla-
vours of artichokes and a long finish.
A fine old example of a great malt.",0.95,pending_review
450,SMWS USA,053.95.pdf,53.95,Caol Ila,Velvet Sweetness,25,59.3,,Refill Hogshead,,"""Velvet Sweetness""
Founded by Glaswegian, Hector Hen-
derson, in 1846, this distillery was
completely rebuilt in the 1970's. Not
typical of the make, this sunny golden
dram from a ,
an impression of smoke on the nose.
Followed green leaves, tobacco, mel-
on, sweet vanilla and fresh dates. Re-
duced, the nose becomes nutty
(hazelnut syrup) with Bazooka brand
bubblegum. The neat taste, which has
some smoke, is warm, dry and tingly
with the velvet sweetness of fudge and
sticky toffee. With water, it also has
burnt caramel, some sweet rich tobac-
co flavours, liquorice and smoke in
the finish. Patience is rewarded.",0.95,pending_review
451,SMWS USA,054.22.pdf,54.22,Teaninich,A Bag of Tricks,18,55.1,,Refill Hogshead,,"""A Bag of Tricks""
This distillery was established on the site of a
holy well dedicated to St. Drostan. The distill-
ery takes the name of the nearby village. This
this well respected Spey, all Dutch apple pie,
cinnamon, flapjacks and custard. Defrocked
with water, there are spirity and rubbery
notes mitigated by some sweet apple, citrus
and gooseberry fruits, and in time, rhubarb.
The finale to this magic show is this malt's
quick, dry peppery finish! A wonderfully un-
usual expression of the make.",0.95,pending_review
452,SMWS USA,054.28.pdf,54.28,Teaninich,"Highlands, Speyside (Strathspey)",13,60.3,Speyside,Refill Butt,,"Highlands, Speyside (Strathspey)
 Biting a nurse
Typical sherry cask characteristics immedi-
ately paraded before our noses; curried pot
noodles, soy sauce, caramelised Demer-
ara, treacle toffee, marmite, egg custard,
matchboxes and flamb�ed bananas. The
unreduced palate was definitely sweet
(cr�me caramel, parma violets) but also
very savoury (curry, onion omelette) with
traces of rubber (""like biting a nurse wear-
ing rubber gloves and apron""). Water led
our noses up a savoury path (by a creosote
fence) to the barbeque where we found
smoked sausage and burnt ribs. The palate
developed barbequed bananas with dark
chocolate wedges and corn fritters, both
slightly over-done. The distillery has con-
nections with St. Drostan.
 
 Cask : Age : Alcohol : 
 Date distilled : July 1996",1.0,pending_review
453,SMWS USA,054.29.pdf,54.29,Teaninich,"Speyside, Spey",9,57.7,Speyside,Refill Barrel,,"Speyside, Spey
 Bright-eyed and Bushy-tailed
The panel delighted in the Spriteliness of this
young dramsel. The nose was vanilla and al-
mond pastry with green grapes, grapefruit and
pear and a dusting of white pepper. Plastic eras-
ers and cut grass reminded the panel of the
first day at school. On the tongue, tinned
pears, tangerine segments and grilled grapefruit.
They found it had a surprisingly long silky
finish of peach. Water made the texture more
syrup like with melon and pear fruit salad
with lychees. It does everything it says on the
tin, it is youthful and fun and the panel loved it.",1.0,pending_review
454,SMWS USA,054.31.pdf,54.31,Teaninich,"Speyside, Spey",11,60.2,Speyside,Refill Barrel,,"Speyside, Spey
 Skip along with Dorothy
The panel found a cheeky prickle at first,
then a basket of green fruits: gooseberries,
grape and apple. Sweeter malty notes of
brioche, gingerbread and strudel emerged. The
first flavours were bright and juicy, black cur-
rant pastille and licorice, then more gentle
fudge and cream soda. As Dorothy skipped
along her yellow brick road floral and
breezy aromas of fresh linen mingled with
warm baked biscuits. Even reduced it retained a
fresh tingling sensation like Space Dust, but
balanced with clean citrus and soft sweet-
ness of lemon curd in the finish. A delightful
wee Munchkin!",1.0,pending_review
455,SMWS USA,054.34.pdf,54.34,Teaninich,YO U N G & S P R I T E LY,9,59.8,Speyside Spey,Refill Barrel,,"YO U N G & S P R I T E LY
 MONKEY'S LUNCH
 This was a dancing dram for each time we got back it had changed. Aromas spread
 from sharp grapefruit slices, lemon sherbet and lime soda to tropical sorbet, marzipan
 fruits, vanilla pods and banana marshmallows. Sharp and citric without being bitter on
 the palate neat like freshly squeezed grapefruit juice and hot cinnamon bagels
 sprinkled with cayenne pepper combined with the dry, briny finish of a Manzanilla
 Sherry. With water, a delicious adult milkshake called Monkey's Lunch; Kahlua, fresh
 bananas and vanilla ice-cream. Whilst in the taste now surprisingly creamy, sweet and
 salty like that of a salted caramel cr�me br�l�e.",1.0,pending_review
456,SMWS USA,054.35.pdf,54.35,Teaninich,SPICY & SWEET,17,55.1,Speyside Spey,Refill Hogshead,Spicy & Sweet,"SPICY & SWEET
 LOV E LY J U B B LY !
 Picture a thatched cottage nestling among fields filled with dusty hay bales after a
 brief shower of summer rain. Step through a doorway circled by nasturtiums and
 geraniums and be drawn to the inviting aromas of baking: hot scones, almond tart,
 cinnamon pastries and rich Battenberg cake. Nibble on white chocolate studded with
 white peppercorns, yellow jelly babies and juicy lychees in syrup. Our buxom hostess
 sets blowsy red roses on the table now set with rhubarb and apple pie with vanilla
 custard, buttered croissants with creamy coffee. She folds palmolive scented towels to
 air on the Aga. Idyllic!",1.0,pending_review
457,SMWS USA,054.37.pdf,54.37,Teaninich,"JUICY, OAK & VANILLA",9,61.5,Speyside Spey,Refill Barrel,,"JUICY, OAK & VANILLA
 A NIPPY SWEETIE!
 Superlicious sweet notes of peach, ripe apple and
 juicy pears sprinkled with icing sugar and topped
with buttercream. The aromas of delicate cherry and
 apple blossom blended with freshly baked biscuits
 and warm balsa wood. The panel found the palate
 zingy with lemon zest, then tinned pears in syrup
 laced with chilli flakes and a dusting of cinnamon.
Water opened up fresh apple and custard, lime basil
 and mandarin candle, mirabelle plum and wild
flowers. Fresh pencil shavings and dusty chalk added
depth with clean grapefruit giving in to fizzy sherbet
 and rich dark chocolate for a pleasing dry finish.",1.0,pending_review
458,SMWS USA,054.42.pdf,54.42,Teaninich,YOUNG & SPRITELY,9,59.1,Speyside Spey,First-Fill Barrel Usa Allocation,Young,"YOUNG & SPRITELY
 A WASHING DAY IN SPRING
The nose was clean and fresh as a Spring washing day
� laundered sheets flapping on the line, da odils and
 cut grass � lemon meringue pie, lemon and lime
 sorbet, Madeira cake and dry shavings of wood. All
 that citric freshness appeared on the palate � with
 good sweetness to balance (lemon drops, rhubarb
 rock, sponge cake, lime marmalade on toast); it also
 had lively wood spice heat and some zest and pith
 bitterness on the finish. The reduced nose stayed
 bright � lemon, honey and washing powder. The
 palate was young and vigorous, but full of taste �
 pineapple, oak and lemon-flavoured Fisherman's
 Friends.",1.0,pending_review
459,SMWS USA,055.19.pdf,55.19,Royal Lochnagar,"Highlands, Speyside (Findhorn Valley)",10,60.0,Speyside,Refill Hogshead,,"Highlands, Speyside (Findhorn Valley)
 Lip-puckering and eye-watering
Sweetly enticing (Toffifees, honey-crunch,
vanilla, coconut) the nose slowly devel-
oped more enigmatic, earthy notes
(earthen floors and wooden beams in an
old barn) and an oiliness which suggested
garages to the Malt-meister and deep-fried
Mars bars to the others. The mustard and
wasabi palate was lip-puckering and eye-
watering but also had pleasant coconut
sweetness. The reduced nose introduced
beeswax polish, dubbin and lavender; also
bouquet garni and singed sage, with smoke
emerging later. The palate retained its zing
and though we found lardons and a salty
aftertaste the sweetness (chilli chocolate)
floated highest. The Cawdor-based distill-
ery has a royal warrant.
 
 Cask : Age : Alcohol : 
 Date distilled : September 1998",1.0,pending_review
460,SMWS USA,055.20.pdf,55.20,Royal Lochnagar,"Highlands, Speyside (Findhorn Valley)",12,58.8,Speyside,,,"Highlands, Speyside (Findhorn Valley)
 Harmonious and Christmassy
 An interesting nose � toffee, butterscotch,
 vanilla, liquorice, Bounty bars; honey and
 marmalade on burnt toast; but also sweet
 tobacco, nutmeg, cinnamon, woody after-
 shave and flower petal perfume. The unre-
 duced palate was wonderfully sweet and
 warming with liquorice toffee, aniseed
 balls, cinnamon, nutmeg and other Christ-
 massy spices � straightforward but nice.
 The reduced nose, still sweet and spicy, be-
 came creamier and more perfumed �
 lemon cheesecake, lemon-balm, pepper
 cream sauce. The reduced palate was an
 impressively harmonious blend of sweet-
 ness and spice � sweet up front, warm in
 the middle and a definite pick-me-up zing
 in the after-taste. The distillery enjoys a
 royal prefix.",0.95,pending_review
461,SMWS USA,055.21.pdf,55.21,Royal Lochnagar,"Highlands, Speyside (Findhorn Valley)",12,59.1,Speyside,,,"Highlands, Speyside (Findhorn Valley)
Coastal storms and autumn leaf-fall
The nose caressed us with sweet warmth
(toffee, caramel, fudge, honey, syrup, vanilla,
barley malt) then citrus developed (cranberry
and cherry cereal bars, Ribena); finally
hints of leather and brown sauce. The palate
had puff candy, treacle and dark cherry sweet-
ness, but also liquorice and aniseed heat and
a salty, granite, mineral aspect. The reduced
nose uncovered barley sweetness, some-
thing of the autumn leaf-fall, salted porridge
and a beach after a storm. The palate had
candied angelica, tutti frutti ice-cream, fresh
linen and a citric, salty tartness that lingered
on the tongue. The distillery is along the
coast from Nairn.",0.95,pending_review
462,SMWS USA,055.23.pdf,55.23,Royal Lochnagar,"Speyside, Findhorn",20,55.1,Speyside,Refill Hogshead,,"Speyside, Findhorn
 Chow mein on a workbench
 Despite cut grass, herbal notes, citrus, pine-
 apple and water-melon, we could not describe
 the nose as clean � an almost grubby fascination
 kept drawing us back � we found toasted
 oak and pistachios, nutmeg, ghee, an engi-
 neer's workbench, burnt eucalyptus and chow
 mein noodles. The palate was concentrated and
 intense (`an espresso of a dram') fizzy, mouth
 -watering and impressively textured � with hits
 of anise and fennel seeds, plus oily, nutty, pep-
 pery elements; sweetness appeared as liquorice
 allsorts, white chocolate and agave syrup
 (especially with water) but savoury undertones,
 even salty, seaside suggestions and medici-
 nal intimations made it a slightly challenging but
 satisfying experience.
 
 
 Flavour profile: Spicy & sweet",1.0,pending_review
463,SMWS USA,055.26.pdf,55.26,Royal Lochnagar,"Speyside, Findhorn",14,57.3,Speyside,Refill Hogshead,,"Speyside, Findhorn
 Outdoor, masculine dram
 The nose was complex and interesting � sweet
 and spicy with some cosmetics and light
 struck match, plus an array of outdoor impres-
 sions (earthy, grassy, ripe fruits, wood sap,
 twigs and riverbanks). It seemed fresher with
 water (peach melba yoghurt, leaf mould,
 washing blowing in the breeze) though one panel-
 list got a rugby player's kit-bag. The palate how-
 ever had massive, intense sweetness and mouth-
 scorching peppery, ginger heat � panellists
 reported Vimto concentrate and rhubarb
 dipped in brown sugar. With water, we found
 toffee, butterscotch, Old English spangles and ice
 -cream soda, with a few more masculine hints
 of mint tic-tacs, old wood and allotments.
 
 
 Flavour profile: Spicy & sweet",1.0,pending_review
